delay,units,,,,,train mse,val mse
15,7,,,,,0.00751609190876337,0.00727322940902531
6,3,1,7,2,,0.00743600421377603,0.00736734809686541
16,7,9,8,1,,0.00736421529803425,0.00726028409207501
10,7,8,3,10,,0.00447950928487956,0.00447398216211011
6,3,,,,,0.00744837533486967,0.00732948198370288
19,4,7,10,5,,0.0074200461089367,0.00711739056532005
1,9,3,6,,,0.00462874540875922,0.00490146113277477
16,5,6,5,1,,0.00733259482580211,0.00745624075136087
11,5,1,8,2,1,0.00732498855605499,0.00676887713185245
15,7,7,6,,,0.00753220104201511,0.00742530508181811
4,6,,,,,0.00745262571037234,0.00753254096925436
17,7,2,,,,0.00751700336572733,0.00738146210443315
14,4,4,,,,0.00731117676583943,0.0082136251372719
3,10,2,,,,0.00739964754859762,0.00774472245042835
18,4,8,2,9,9,0.00742022520902238,0.00728799292423764
16,10,8,10,9,2,0.00753373419679622,0.00709950525777458
14,6,,,,,0.00742825087456744,0.00746740740068321
14,9,7,8,,,0.00742446317931517,0.00739221614949302
20,7,4,1,2,7,0.00735095550151441,0.00740819139370717
20,3,6,,,,0.00729716031673137,0.00758501265733848
8,6,6,2,10,5,0.00742538999931692,0.00781948365725214
15,8,9,6,9,8,0.00743228805018671,0.00754693585005572
19,1,9,,,,0.00738577373910572,0.00759529966409768
3,9,2,10,1,,0.00740977334857213,0.00754094477941902
4,3,1,10,3,8,0.00752991667487617,0.00723316472708205
18,2,,,,,0.0073742295651958,0.00762059863367035
5,6,10,,,,0.00752970052711205,0.00768614992001721
13,8,,,,,0.00741085885245465,0.0075223437266054
9,2,,,,,0.00743432797739418,0.00738221884129667
1,10,1,10,7,1,0.00483572233388367,0.00500665605137016
7,3,1,9,3,,0.00736313104497916,0.00763401834474828
10,10,,,,,0.00442635896893808,0.00470374860331948
8,10,,,,,0.00741513575916002,0.00772329716236294
1,8,6,3,8,,0.00463784530924491,0.00479244912396103
6,3,6,4,1,,0.00739909584546987,0.00724195092886984
11,9,9,3,,,0.00725049832053566,0.00688916947415469
11,2,6,2,,,0.00725991949523523,0.00697344141527806
9,8,9,2,,,0.00748865993089673,0.00743251867403003
5,10,,,,,0.00738999521537833,0.00752039596623714
9,2,10,4,6,,0.00740248248580957,0.00776040541422864
11,3,8,,,,0.00715388813831326,0.00738256886108386
5,9,9,,,,0.0074368354229803,0.00748152502161604
15,4,9,6,9,3,0.00743693218577731,0.00712651482210079
13,2,8,5,9,10,0.00741212734026091,0.00743120063465914
5,3,1,,,,0.00749884118683471,0.00712567655891591
3,9,6,8,,,0.00747661934991933,0.00745732715282722
19,4,,,,,0.0073712379859887,0.00725647688309158
16,6,1,,,,0.00738905540084477,0.00731245156433209
1,7,1,10,1,6,0.00626498500702203,0.00598724982155989
16,6,7,8,7,2,0.0075147538523679,0.00710114250530602
10,6,8,1,10,,0.00472612536997013,0.00431600304246429
2,7,4,10,,,0.00739382491416568,0.00683453654422492
20,9,4,9,3,,0.00750057227348182,0.0071374165419318
8,5,4,,,,0.00730204349538927,0.00748792656993745
9,2,5,4,5,6,0.00745424395304314,0.00726193181022312
10,3,,,,,0.00463402283923047,0.00481076065107678
8,8,9,7,,,0.00748748197293439,0.00697031412142108
12,8,,,,,0.00740961289212335,0.00738593809074602
15,3,,,,,0.0074241639789965,0.00748388831574253
20,10,2,8,,,0.00738515111713198,0.00712875911439148
6,7,7,4,10,10,0.00742611004949895,0.00726584368105654
14,7,3,6,2,9,0.00757101267668731,0.00706617842180253
16,6,6,5,9,1,0.00731077444511753,0.00802754666220289
7,9,8,8,2,,0.00748674983602316,0.00719684924867529
12,1,10,7,,,0.00734700555013762,0.0070956441931174
16,8,,,,,0.00726942844147916,0.00775827662717844
20,1,,,,,0.00758351998608833,0.00693735231739758
7,9,,,,,0.00752531425841032,0.00739718773343767
2,6,6,1,,,0.00724935271078558,0.00711343303112682
4,3,6,2,10,1,0.00744990515957691,0.0075372782791111
5,8,,,,,0.00743984793829592,0.00768155377156488
10,10,,,,,0.00437541051500561,0.00478267514606548
10,8,8,1,5,,0.00448853100685803,0.00449248419699134
8,9,6,6,4,,0.00740204336753852,0.0074412271679749
6,7,4,,,,0.00741559340546682,0.00760177362208984
4,8,7,5,2,5,0.00742619357952555,0.00737906570241846
5,8,8,3,7,1,0.00740780719673141,0.00767316884253578
18,6,8,,,,0.00739722187223704,0.00792691888823666
6,2,8,,,,0.00738502848765033,0.00760183221140294
14,7,8,6,6,,0.00745892060005816,0.00720590329988385
2,1,7,,,,0.0072743255185283,0.0070719549723884
20,8,,,,,0.00749989356342889,0.00759817858227649
18,6,8,9,,,0.00738193871726197,0.0076398398480067
20,4,1,2,7,,0.00741488839443784,0.0072674212141482
13,2,9,7,5,,0.00732873956348206,0.00730846095312307
19,10,,,,,0.0073926490211869,0.00725068058266758
9,5,9,6,10,8,0.00718763173270073,0.00792658343531377
14,3,4,6,2,,0.00740245965515219,0.007716344412757
16,1,7,,,,0.00728603133845397,0.00722916367775584
6,2,4,3,,,0.00748207826509098,0.00743697343391967
10,9,6,7,4,,0.00452662516520751,0.00494109991117023
18,3,4,7,10,,0.00741192461633681,0.0075146891822365
7,2,1,10,5,4,0.00750143267512568,0.00753911953784196
10,10,8,4,,,0.00456613103240351,0.00429628381957095
12,8,,,,,0.0072504707291507,0.00797330060149287
11,4,8,10,8,3,0.00713066301916141,0.00717975375741716
20,1,8,4,8,9,0.0074589722897378,0.0071335254255943
18,7,,,,,0.00739885259492737,0.00718074635862231
12,5,,,,,0.00729964916688797,0.00733543697460626
9,5,2,,,,0.00731762301771499,0.0072866015875052
1,10,8,8,7,,0.00465214819434333,0.0047219088249715
16,1,10,,,,0.00735700866663926,0.00755003622464799
14,2,,,,,0.00734258104304275,0.00732001060777377
9,2,1,7,2,,0.00734987204151337,0.00757641086721672
20,2,8,6,4,6,0.00742998003904202,0.00730138775806919
14,5,5,8,,,0.00741195985320228,0.00735349721610853
15,3,6,10,8,,0.00740738300046988,0.00748679267396525
3,2,5,6,1,4,0.00744716856418396,0.00740532208143405
18,10,2,3,,,0.00740147931001308,0.00771208307383822
4,8,,,,,0.00738893145525943,0.00751882579044472
20,5,,,,,0.00742444911011457,0.00732571759317092
14,7,8,7,9,,0.00740576049416718,0.00732953016891484
17,2,,,,,0.00739282789320945,0.00746711846203339
3,9,5,3,,,0.00743376833771826,0.00738286676296529
2,3,,,,,0.00720028077858898,0.00737190616777806
8,1,5,1,4,10,0.00743140346197859,0.00753312941207318
18,9,2,,,,0.00736333369262623,0.00750663860037767
20,9,8,10,3,6,0.00740078472456659,0.00748189273104358
4,1,10,9,,,0.00742705549830206,0.00746665372264259
20,5,9,,,,0.00746477873334977,0.00720852831656218
4,6,9,8,3,5,0.00751563309824354,0.00702042643947817
13,1,4,8,6,,0.00737078150345043,0.00747781079605041
4,8,8,7,10,,0.0074579988721142,0.00735731422252248
18,6,4,9,10,5,0.00750683315564277,0.00725023345442824
8,1,3,4,5,6,0.00734403916124228,0.00741037734683947
12,5,7,9,,,0.00740955490415392,0.00746689683402856
13,4,2,5,1,,0.00745374607788444,0.00718564369072207
18,1,1,5,6,1,0.00741428793214283,0.00728618826980422
18,3,10,,,,0.00741743838518936,0.00712804952556341
14,8,3,,,,0.0074090010324934,0.00788620733537935
7,3,3,4,,,0.00743222616534719,0.00744516578671378
8,7,8,1,10,,0.00757036958399546,0.00786582471654149
13,6,9,9,4,6,0.00745801409177623,0.00723702338549965
8,6,4,8,10,4,0.00738844289544755,0.00756218675063391
14,6,6,5,10,,0.00733612568722714,0.00769071116424842
10,1,7,9,3,7,0.00466229435893641,0.00446367888068635
15,3,1,3,4,,0.0074616906596409,0.00745811374994569
17,6,,,,,0.0073759296293934,0.00750282437778297
18,10,,,,,0.00749055544003298,0.00706383899622221
1,9,1,1,1,2,0.00465623594906883,0.00455474253630997
4,10,8,,,,0.00730774083466194,0.00788106866874382
16,2,5,1,1,,0.00745842757431154,0.00720013609197983
16,4,6,1,,,0.00746905106566722,0.0073719298156091
13,8,9,7,2,,0.00751206293654266,0.00693342207764859
17,8,8,,,,0.00753947111165878,0.00710831543322727
10,6,,,,,0.00446217604420098,0.00434524756573018
4,5,,,,,0.00733368922126343,0.00732375960254524
13,5,6,10,3,5,0.00743029216170824,0.0072808558297912
4,8,4,7,3,4,0.00750587194291278,0.0074569668074521
20,3,6,8,,,0.00731979829640692,0.00747818608539492
17,7,8,,,,0.00740285665201609,0.00754030960408231
13,1,7,9,5,2,0.00747661248186377,0.00721019193944548
6,1,2,5,,,0.00741376249368708,0.0075884296091609
13,6,7,4,5,6,0.00724219291113075,0.00795370326216607
16,1,1,7,2,,0.00743626202627719,0.00736201819430326
9,2,10,1,8,10,0.00742174389847635,0.00747027390535527
12,1,,,,,0.00740770329671736,0.00728118258866506
12,9,10,5,9,,0.00736489267956834,0.00724119423800184
1,7,,,,,0.00462233795127542,0.00475691456353291
7,6,7,5,,,0.00749027479111398,0.00730653648447826
19,2,4,8,2,9,0.00749399523911752,0.00716826031409989
2,6,9,4,4,,0.00718966696282773,0.00732028356543002
18,5,6,7,,,0.00748500234628311,0.0072917589365059
1,3,7,1,,,0.00537811963278448,0.00533912918059981
3,8,,,,,0.00729015049218551,0.00752162400041182
2,4,,,,,0.00723148335753948,0.00680670887903218
3,1,,,,,0.00742726474994698,0.00741927778758862
5,3,9,1,7,,0.00749596768582256,0.00744114258995703
15,9,6,,,,0.0074559063154136,0.00725442661057713
10,2,9,,,,0.00459501405491427,0.00471115386441352
11,1,3,2,1,9,0.00731327019134316,0.00687562447687005
15,10,9,10,3,,0.00750157983344416,0.00704146492692947
14,7,3,2,2,,0.00740443166858879,0.00710298118526851
11,3,5,,,,0.00706087064662023,0.00765343691702938
15,4,8,5,,,0.00737177088769262,0.00737687216202695
20,7,6,6,8,,0.00733252761750289,0.00774625919016107
11,8,6,2,5,8,0.00708501597348017,0.00724987720898384
5,5,3,3,,,0.00739541314743944,0.00776822552777259
8,10,4,,,,0.00740862780482784,0.00726909927888045
12,2,3,,,,0.00737870751072455,0.00746607667161377
1,8,10,,,,0.00467545620926052,0.0048426852291994
17,9,1,,,,0.00732114488371422,0.00757161023702771
17,8,10,2,6,6,0.00743952465138754,0.00691061855634738
1,2,2,6,,,0.00754572185506185,0.00750680848796918
12,2,3,1,8,,0.00752741521827867,0.00684478748290983
12,4,,,,,0.0073457554604936,0.0076056766789374
1,9,,,,,0.00471069386737392,0.004455163290531
13,7,2,6,,,0.00742226336211778,0.00727242208918521
13,5,3,3,,,0.00742029212969084,0.00724284617789045
16,9,6,2,5,,0.00734180126491185,0.0076081554719276
12,2,9,1,8,,0.00749427710422378,0.00736067274965459
5,8,7,3,1,10,0.00749835832960182,0.00776562192132088
14,4,9,2,,,0.00744587422970394,0.00755445041415777
3,1,10,4,,,0.00750625096342364,0.00732929254835196
9,4,7,7,,,0.00742136314809772,0.00753950503838938
19,3,8,,,,0.0074776683456559,0.00775334609168644
15,10,4,4,1,5,0.00745040984554417,0.00741930424059822
13,2,4,9,,,0.00744253177490685,0.00743552302202808
17,5,7,10,,,0.00742632072174901,0.00728016744046426
12,9,,,,,0.00736545322005504,0.0075214893744468
12,3,2,,,,0.00737212945171008,0.00736886729231788
9,3,10,10,7,,0.00735018330456718,0.00720894834563344
12,7,,,,,0.00727245035983288,0.00748661825139851
18,10,,,,,0.00748388277491395,0.00713299518370851
5,2,5,8,,,0.00749849601220091,0.00763450537941164
10,2,8,,,,0.00449906376497618,0.00478383944888398
6,10,2,4,9,,0.00739133765990683,0.00773047292569957
9,8,7,6,,,0.00737271673860489,0.00772946466757615
4,1,2,4,10,4,0.00742497871438717,0.00748288935264061
15,6,1,9,7,2,0.00731134813302288,0.00753670757552294
6,7,7,6,,,0.00750405552313292,0.00701012538772468
17,10,10,5,5,,0.00746861397778473,0.00705349179637475
8,8,6,7,5,,0.00746357179443898,0.00726935064458809
3,1,1,6,,,0.00742461556372893,0.00761725218774095
10,4,3,6,10,1,0.00446233466256857,0.00470426617696013
1,4,,,,,0.00469035898618927,0.00457514258363495
17,5,2,4,9,8,0.00733675627607788,0.00778229214178139
19,7,6,2,,,0.0074538461533543,0.00730871028873497
13,5,4,2,5,,0.00752646790056136,0.00749171583486812
16,1,7,5,5,,0.00738545220279843,0.00767739840909455
6,3,,,,,0.00736873899260812,0.00783014921536453
16,9,2,5,9,,0.00738304390343073,0.00747623727992569
14,5,3,,,,0.00736891537306917,0.00746198750423826
4,7,5,,,,0.00747062245048416,0.00711846553147219
8,2,4,6,4,,0.00737794886880664,0.00719739352468177
6,3,7,,,,0.00750444730611376,0.0074412060048161
13,1,10,1,4,6,0.00734221454896534,0.00754577950234669
11,6,8,,,,0.00713631166264983,0.00712489004737677
14,10,2,1,,,0.00744174640295358,0.00714946402867481
11,10,,,,,0.00708167349369871,0.00703815661911571
5,10,3,10,8,9,0.0075795977090163,0.00744370557388918
13,3,4,2,,,0.00738977899147841,0.00751821683797241
14,1,,,,,0.00742609034942478,0.0072223250482926
18,3,9,,,,0.00744276032480242,0.00716814047117145
2,2,,,,,0.00719831567668724,0.00747546123252019
10,9,4,10,6,1,0.00450441113188118,0.00454829900500422
18,10,9,8,,,0.00734250768999668,0.0076970805617217
3,5,3,4,2,1,0.00751997559238677,0.0071151972964369
16,7,,,,,0.00734365624904119,0.00736863659017082
13,4,,,,,0.00732744623594755,0.00737664700055584
1,2,9,9,,,0.0046764287809508,0.0045917991303194
2,8,,,,,0.00740010457032276,0.00651191909750599
4,3,4,9,,,0.00752459624144671,0.00717988470327118
6,2,3,5,,,0.00748601890546418,0.00748374155490303
5,6,,,,,0.00759461144006325,0.00681128179649153
12,2,8,6,,,0.00740561478300787,0.0076439050928747
5,1,4,,,,0.00747087795056309,0.00753890595309651
19,2,6,,,,0.00748485611518855,0.00721293803983342
16,7,4,9,8,,0.00733395604774126,0.0075562702574165
18,9,5,9,7,1,0.007364144506227,0.00747975444746706
13,7,,,,,0.00730925151223017,0.0080355435023821
15,6,2,,,,0.0073589407135455,0.00749898737946995
5,4,8,1,6,,0.0074441290087504,0.007470759525961
12,8,3,9,10,3,0.00748274580246832,0.00708780967079204
7,2,3,6,10,,0.00743303396913128,0.00737779229433266
12,7,9,4,4,7,0.00748325063572432,0.00735900621393461
7,2,1,4,,,0.00734898707059416,0.00760859261262145
8,4,2,6,,,0.00737285880041292,0.00742273361940864
1,4,10,4,,,0.00461840876546456,0.00478761112073884
12,6,4,,,,0.0072624382478056,0.0072604725541336
13,8,7,,,,0.00747887169021862,0.00720418119409787
14,7,,,,,0.00730733272306581,0.00754921224039366
18,8,5,,,,0.00741320237278068,0.00718177760140883
9,10,5,5,2,7,0.00752016734441644,0.00735952802902708
4,6,,,,,0.00745737413520648,0.00729766018614223
16,5,,,,,0.00730994701419403,0.00801735395728607
11,3,1,3,8,,0.00720392156124144,0.00726982391336448
17,8,10,,,,0.00746659288041195,0.00701458759449835
2,9,9,6,4,,0.00719501001597892,0.00719092121005937
11,10,5,4,10,7,0.00710507141916086,0.00730263772680875
1,5,9,,,,0.00465955489838014,0.00461005443394527
1,2,9,1,,,0.00462413279300219,0.00472766085236857
13,3,1,,,,0.0074252498215059,0.00728330674730565
15,9,7,5,7,,0.00729245343961308,0.0077127347932701
12,10,,,,,0.0075478022009538,0.00735854517938734
5,9,2,6,10,,0.00753071927516502,0.00717799343138469
1,10,8,5,7,5,0.0046538163410936,0.00495057437144119
4,4,,,,,0.00750892369784308,0.00722266445289357
16,6,10,6,,,0.0073627165947371,0.0078249989761242
5,2,5,,,,0.00750159730920821,0.00731383027043892
10,9,10,,,,0.00454202370723444,0.00450465697148187
19,1,,,,,0.00733533547212622,0.00769685683285559
11,6,9,8,6,7,0.00695531473957393,0.00744802561733093
20,8,1,10,,,0.00739799946400355,0.00719001860760841
6,2,8,10,4,,0.00754328682040441,0.00699575232071736
8,1,5,9,3,,0.00741727625614685,0.00716327157293562
18,6,,,,,0.00737409093293097,0.00770993965889124
2,5,9,,,,0.00728366053678092,0.00672354533309425
1,6,7,4,7,,0.00463791959572788,0.00483366186491807
4,7,,,,,0.00741227328429533,0.00706842154877693
8,9,6,,,,0.00739537420296043,0.00761126954196668
15,6,7,10,10,,0.00737278713172062,0.00740148874347209
16,9,5,3,,,0.00730492805340933,0.00799871586945569
6,2,5,1,8,3,0.00740426640789454,0.00740597168718408
9,1,3,,,,0.00742814566743587,0.0075192245409381
5,3,1,3,10,8,0.00744007816243056,0.00710592540825742
12,1,3,9,9,4,0.00730299316820641,0.00734106471903883
19,9,8,7,,,0.00735037354311986,0.00750734259223875
10,4,2,,,,0.00453672555262888,0.00433711632920285
4,1,8,4,,,0.00742296979138582,0.00752096771388312
5,9,5,,,,0.0073250208809811,0.00733979185085218
5,5,5,6,,,0.00731954271684105,0.00774737187225625
16,6,8,,,,0.00743045353661052,0.00734646159258349
10,10,4,,,,0.00456035024386316,0.00456352019411407
17,8,8,,,,0.00750753029884336,0.00786426976094352
3,8,5,6,7,4,0.00735478415451791,0.00767092929007502
15,6,6,9,3,,0.00743877327683142,0.00711934008698457
5,9,10,4,,,0.00744299197222847,0.00718487266763055
17,5,,,,,0.00737588259887485,0.00721125050912035
3,4,9,,,,0.00754189744062132,0.00715603247190865
1,5,3,,,,0.00470191856319828,0.00478004389413142
19,6,,,,,0.00758984017855108,0.00723433020822213
15,1,6,,,,0.00732721691504911,0.00760065274934564
4,10,4,3,4,5,0.00740667834945263,0.00780555842580959
13,3,6,2,,,0.00749726519882682,0.00734848105221319
14,4,10,4,7,,0.00740583547061612,0.00720803939254821
15,5,3,9,10,,0.0073808013216843,0.00729823958658781
16,2,,,,,0.0074377936948837,0.00740804992038515
17,8,,,,,0.00740721437865043,0.00732206915908082
17,6,,,,,0.00745372350346423,0.00706916516733801
14,4,8,10,3,8,0.00755812770686856,0.00679948113505233
7,4,,,,,0.00742089959006586,0.00737793980019491
4,2,3,,,,0.00746994878485753,0.00770063479652296
5,3,6,8,,,0.00734860845120974,0.00816910509158495
10,6,4,5,,,0.00449473892196266,0.00428159290613331
9,2,3,2,,,0.00750759302543207,0.00731542257423086
10,9,1,,,,0.00448473685069492,0.00431059354332744
6,9,4,5,,,0.00742466481965301,0.00736130267936543
1,8,9,3,4,,0.00467120546199862,0.00449758863201674
14,2,9,10,1,3,0.00739524896144336,0.00755406058821105
1,2,7,,,,0.00464252469179393,0.0045876815275499
20,6,3,,,,0.00745748264333322,0.00758301340552227
11,8,8,2,9,,0.0072284965198574,0.0079195525679663
9,2,,,,,0.00740093013278793,0.00734749801688456
20,6,8,3,,,0.0073648567365171,0.00801639885155444
13,7,6,2,1,7,0.00745680255886989,0.00723775423368184
17,10,7,7,,,0.00744003113977289,0.00769196518347133
16,10,6,,,,0.00745564262643112,0.00771285989971042
5,4,9,1,2,10,0.00742800176536458,0.00728297940465276
3,4,1,3,,,0.00758131534851958,0.007411491049505
14,6,5,,,,0.00739351654020429,0.00788874737763289
17,10,8,6,10,,0.00744739454604548,0.00771381283121325
8,4,10,10,,,0.00745108571708725,0.00730067414159425
13,9,9,9,,,0.00741396511839577,0.00739877388285254
4,1,5,7,,,0.00743844076902631,0.00744760211092609
9,7,7,,,,0.00749243432207569,0.00757797364773497
2,4,7,,,,0.00726176496309558,0.00691428123523419
11,8,8,1,8,8,0.00724839814254926,0.00655750730932201
15,2,2,3,5,3,0.00747863597352694,0.00711930437829458
3,7,10,3,9,10,0.00747840605751435,0.00737071644475097
11,6,4,7,2,6,0.00728815246526313,0.00678603970849553
5,3,5,4,9,,0.0074592565683673,0.00717129111149085
17,9,4,9,,,0.0074293771238357,0.00705394471014333
16,6,3,,,,0.00740696756227243,0.00723170122361736
18,5,,,,,0.00746961851561313,0.00737134813497481
9,4,8,2,1,,0.00754944428280125,0.00701496739209751
3,3,9,9,8,,0.00748576650863919,0.00751817681991143
8,3,4,,,,0.00751243049874168,0.00712729263048517
7,4,,,,,0.00745797756701116,0.00750186630334277
3,1,1,6,7,,0.00755875678269013,0.00747059309400738
18,10,1,6,2,,0.00736836071623302,0.00740563157710814
20,10,7,6,4,,0.00738559685309339,0.00778043560379768
6,10,3,9,5,,0.00734223108978036,0.00759846223528297
2,8,3,1,8,10,0.00717377602999358,0.00734493374971453
7,8,4,,,,0.00752311289383673,0.00737303320857244
1,5,3,,,,0.00459972732532238,0.00460448342236948
4,1,5,9,1,,0.00737996438772308,0.00778814456450437
17,4,,,,,0.00738329040200951,0.00785629966477127
15,4,2,,,,0.00748614691803046,0.00745003425938031
14,6,6,2,5,3,0.00734766853478222,0.00788491807451107
10,9,3,1,8,,0.00441104951560655,0.00469577117900206
13,1,8,9,7,5,0.00752249884133193,0.00711317091320955
13,9,3,2,7,,0.00728930084416089,0.00747481680921514
3,5,5,8,3,,0.00744503388488317,0.00730419809102844
18,8,,,,,0.0071574463266632,0.0079440726695588
4,8,9,6,2,,0.00754011793296643,0.00727022514904761
9,2,7,6,8,,0.0073674018214711,0.00771618331963327
18,6,,,,,0.00749194640610305,0.00698684293858594
8,8,7,6,,,0.00747594968402671,0.00721320757559909
9,9,7,7,8,2,0.00742983959025527,0.00724860721190628
20,3,6,,,,0.00733377832587584,0.00732603884896044
15,10,5,3,6,,0.00744127907703381,0.00748873903834962
10,4,8,7,2,8,0.00467252349852052,0.00459049457299322
11,8,2,2,,,0.00719363361974562,0.00711637066631454
15,3,8,4,,,0.0074990441432906,0.00760053234024748
16,8,7,7,7,5,0.0074194043445155,0.00754015192011677
7,5,7,,,,0.00746118957244254,0.00779249642521282
3,8,,,,,0.0075218888211983,0.00698219245407219
8,7,10,,,,0.00739817408586382,0.00746996599254243
17,4,2,,,,0.00749663944600879,0.0071865651711527
19,7,7,4,4,,0.00738488787807915,0.0075100913791178
6,9,,,,,0.00747349889418076,0.00725491742944966
13,9,8,1,,,0.00760725191214037,0.00659808124704266
11,6,4,10,3,8,0.00718799094794281,0.00696865444183488
12,4,3,7,2,,0.00737035842429789,0.00729329934162663
9,7,,,,,0.00750524787181686,0.00705834804303148
16,10,3,,,,0.00740322768087065,0.00784145725819369
1,5,,,,,0.00460036965585252,0.00458494692102282
19,8,2,3,7,8,0.00741348273836541,0.00756092048907516
16,2,7,7,4,,0.00750460642902472,0.00730385834540559
2,1,10,,,,0.00717370908409978,0.00703128941796147
13,10,10,6,10,,0.00738853258017306,0.00768841604340375
11,8,4,3,,,0.00700100492782841,0.00729268227554044
20,9,10,10,,,0.0074398949731644,0.00771228867632602
2,6,6,6,5,,0.00717949226761221,0.00758685009115501
10,1,6,8,3,2,0.00448879662461915,0.00452692006550585
13,10,,,,,0.00745223134672059,0.00781813340019932
7,9,7,,,,0.00741477142097618,0.00750804807928485
10,5,,,,,0.00451953655369118,0.00443244656660641
4,9,8,,,,0.00750488436046099,0.00754378927897965
17,10,,,,,0.0073557761258133,0.0072515723870285
16,3,9,8,,,0.00741287328174594,0.0073353435488499
2,6,1,4,10,,0.0070799031991623,0.00741681047667907
20,1,1,,,,0.00743024468648197,0.00712514724711777
11,1,,,,,0.00717815376599818,0.00692546190922305
9,2,,,,,0.00747704469036314,0.00720085513124688
4,10,7,,,,0.0074413503859075,0.00754077609117387
4,6,1,,,,0.0075464139612501,0.00742091162889671
10,10,8,5,8,9,0.00450259226552597,0.00460563989692038
4,8,5,,,,0.00785205123089797,0.00640622053352089
4,1,9,8,,,0.00755805125791772,0.00698101627808332
19,4,1,3,,,0.00726745608467531,0.00785806570264443
16,5,9,2,,,0.00754335818265845,0.00701708461867615
8,9,2,,,,0.0073816564636528,0.00740410901779841
20,2,5,1,8,2,0.00727772976789575,0.00771300521635371
1,1,8,7,8,2,0.0046714225094147,0.00460453021617787
11,7,10,10,6,,0.00712835465128752,0.00742572326400603
15,2,9,9,,,0.00733293825882003,0.00742950381260021
20,5,4,,,,0.00745655729501373,0.00750498661067468
5,9,,,,,0.00738114997219846,0.00751597679800249
1,5,,,,,0.00460527065300334,0.00496115394710329
7,10,,,,,0.00740114389923411,0.00750790026978902
8,1,3,,,,0.00726370491766232,0.00771488389306227
15,7,,,,,0.00743702732262441,0.00730250327664272
11,10,6,10,9,8,0.0070603162433298,0.007138280304235
6,7,7,,,,0.00764838383081967,0.00725510546806539
19,4,6,,,,0.00748307432639666,0.00707479529047815
13,4,,,,,0.00734777658782649,0.00779695194594167
14,6,8,10,10,6,0.00740600407445566,0.00737594918371788
3,9,9,,,,0.00723576164137501,0.00786981874820586
13,3,7,,,,0.00745703648394243,0.00698674670505798
17,6,7,,,,0.00744598007353169,0.00713656392660631
2,8,5,3,3,,0.00733670504686567,0.00746399541483799
20,7,9,8,8,2,0.00733063265096328,0.00781101211218104
18,6,5,9,,,0.00725924132970963,0.00818475119205943
13,2,,,,,0.00731048588578734,0.00771996779256686
20,9,,,,,0.00747134095682596,0.00734929901861589
12,1,6,8,10,7,0.0071573332015563,0.00762176608038456
9,4,,,,,0.0073936356687736,0.00715245131492979
20,6,,,,,0.00746658124860022,0.00730098717339727
9,6,2,2,,,0.0074812607366295,0.00718251139610686
9,10,2,6,,,0.00740976155610481,0.00748758210392138
17,7,8,,,,0.00742365432221959,0.00752824189139798
19,6,,,,,0.00724542867665491,0.00763837183763601
11,5,8,3,1,,0.0070955316192574,0.00731532602687551
10,1,8,3,,,0.00450732746631467,0.00436804064321904
3,6,6,6,9,10,0.00755975295833121,0.0071698332314259
15,9,1,7,1,10,0.00735315860299692,0.00768204884274685
8,5,2,1,9,,0.00736514028312554,0.00746054438214778
12,10,10,8,3,2,0.00735631963076645,0.00765295800542414
8,7,8,8,,,0.00739604190078505,0.0073834262551327
3,8,5,7,2,,0.00745093553147815,0.00744753523043849
14,3,9,3,4,,0.00749410981988344,0.00737605105143316
19,1,6,4,,,0.00725618694698322,0.00799083181877668
6,5,2,5,1,5,0.00738348656378398,0.00782038130197796
20,6,,,,,0.00737501610996653,0.00745369235933217
13,7,,,,,0.00738062539231181,0.00745686568340438
11,10,4,8,6,,0.00715580654475711,0.0071138664190419
10,9,7,6,9,,0.0044960829746761,0.00446869285126168
15,5,9,5,10,,0.00747468748915805,0.0075842420028301
16,3,,,,,0.0072787488717922,0.00786746090613088
7,8,9,8,10,9,0.00734636493847322,0.00764654561148665
1,9,10,,,,0.00465301235793805,0.00432627441596804
10,8,,,,,0.00448195206737624,0.00451420717751197
9,6,7,4,,,0.00747050647746971,0.0071304231023182
18,5,6,9,,,0.00741267200120486,0.00757003004641544
16,8,8,,,,0.00735647958992596,0.0076920606377126
6,9,7,9,2,,0.00758005214860902,0.00704927339309377
7,3,7,4,,,0.0074465753906706,0.00768041459129141
6,2,1,,,,0.00744759240108981,0.00732360683542637
3,6,1,6,,,0.00753541202130302,0.00686936580992361
18,8,1,4,5,,0.00736104925749723,0.00794027276461369
16,3,,,,,0.00734901511597983,0.00767944349408812
1,9,2,,,,0.00474968637895605,0.00451581771940354
12,2,2,9,7,,0.00736415077358837,0.00772503613789093
4,10,1,5,7,10,0.00743345027385749,0.00752182356444791
16,2,3,6,4,5,0.0074573060335744,0.00758406134864821
1,5,9,4,1,,0.00462698053634977,0.00507760717290528
10,10,10,,,,0.00454281294900794,0.00446058605112758
4,3,1,,,,0.00745375105171508,0.00716815490505546
17,8,9,,,,0.00743375673651185,0.00720646470558261
1,6,5,3,3,4,0.00512758154744252,0.00489957822622531
19,9,8,,,,0.00744323249184765,0.00745978451580261
16,1,5,2,8,5,0.00735358725986157,0.00784941364271104
18,10,5,5,8,,0.0074552475378721,0.00712295972483589
17,5,2,,,,0.00725525221859658,0.00786581739279997
10,7,,,,,0.00454416156663509,0.00429776608295795
8,8,7,,,,0.00742197975924347,0.00745142397548545
15,4,,,,,0.00745650217850705,0.00684876085327905
